Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Derrick Rose,PG,33,NYK,26,4,24.5,4.7,10.5,1.4,3.5,3.3,7.0,1.2,1.2,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0
Terrence Ross,SG,30,ORL,39,0,25.4,4.0,9.8,1.4,4.5,2.6,5.4,2.3,2.7,0.4,2.4,2.7,2.1,0.5,0.2,1.4,1.3,11.7
Terry Rozier,SG,27,CHO,38,38,32.6,6.8,15.7,3.0,8.0,3.8,7.7,2.0,2.4,0.7,3.4,4.1,4.0,1.2,0.4,1.1,1.4,18.5
Ricky Rubio,PG,31,CLE,34,8,28.5,4.4,12.1,1.7,5.1,2.6,7.0,2.6,3.0,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1
D'Angelo Russell,PG,25,MIN,36,36,32.5,6.6,16.0,3.0,8.6,3.6,7.5,2.8,3.5,0.3,3.3,3.6,7.1,1.0,0.5,2.7,2.2,19.0
Domantas Sabonis,C,25,IND,44,43,34.9,7.0,12.2,0.8,2.4,6.3,9.8,4.1,5.5,3.2,8.7,11.9,4.9,1.0,0.4,3.0,3.1,19.0
Olivier Sarr,C,22,OKC,2,0,7.0,0.5,1.5,0.0,0.5,0.5,1.0,1.0,1.0,0.0,2.5,2.5,0.0,0.0,1.0,0.0,0.5,2.0
Tomáš Satoranský,SG,30,NOP,31,3,14.9,1.0,3.3,0.2,1.0,0.9,2.4,0.6,0.8,0.6,1.5,2.0,2.3,0.5,0.0,0.7,1.0,2.8
Jordan Schakel,SG,23,WAS,2,0,7.0,0.0,3.0,0.0,1.5,0.0,1.5,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Admiral Schofield,SF,24,ORL,16,1,13.2,1.5,2.9,0.6,1.6,0.9,1.3,0.1,0.2,0.4,2.3,2.6,0.8,0.1,0.2,0.7,1.6,3.7
Dennis Schröder,SG,28,BOS,41,25,31.5,5.7,12.8,1.5,4.1,4.2,8.7,2.8,3.3,0.6,2.8,3.4,4.7,0.9,0.1,2.2,2.4,15.7
Tre Scott,SF,25,CLE,2,0,5.5,1.5,3.0,0.0,0.5,1.5,2.5,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0
Jay Scrubb,SG,21,LAC,14,0,6.8,1.1,2.9,0.4,1.4,0.7,1.5,0.3,0.5,0.1,0.6,0.8,0.5,0.2,0.2,0.4,0.4,2.8
Wayne Selden,SG,27,NYK,3,0,6.3,0.3,1.3,0.3,0.7,0.0,0.7,0.7,1.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
Alperen Şengün,C,19,HOU,39,2,18.0,3.1,6.2,0.3,1.2,2.7,5.1,2.3,3.3,1.7,2.9,4.6,2.6,0.8,0.8,2.0,2.9,8.8
Collin Sexton,SG,23,CLE,11,11,28.7,6.2,13.7,1.0,4.1,5.2,9.6,2.6,3.5,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
Landry Shamet,SG,24,PHO,41,7,20.1,2.4,6.5,1.6,4.5,0.9,2.0,1.0,1.2,0.2,1.7,2.0,1.5,0.5,0.1,0.6,1.2,7.5
Day'Ron Sharpe,PF,20,BRK,21,7,12.3,2.9,4.9,0.0,0.1,2.9,4.8,0.7,1.1,2.4,2.5,4.9,0.3,0.3,0.6,1.0,2.2,6.6
Pascal Siakam,PF,27,TOR,31,31,36.6,8.2,17.0,1.1,3.2,7.1,13.8,3.8,5.3,2.0,6.3,8.3,4.9,1.2,0.7,2.6,3.5,21.2
Chris Silva,PF,25,TOT,8,0,8.3,1.0,1.6,0.0,0.0,1.0,1.6,1.0,1.3,1.3,2.1,3.4,0.4,0.0,0.0,0.5,1.6,3.0
Chris Silva,PF,25,MIN,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Silva,PF,25,MIA,7,0,9.0,1.1,1.9,0.0,0.0,1.1,1.9,1.1,1.4,1.4,2.3,3.7,0.4,0.0,0.0,0.6,1.9,3.4
Marko Simonovic,C,22,CHI,9,0,3.9,0.4,1.7,0.1,0.6,0.3,1.1,0.9,1.2,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9
Anfernee Simons,SG,22,POR,40,13,27.5,5.5,12.3,2.7,6.7,2.8,5.6,1.6,1.7,0.5,2.1,2.6,3.4,0.5,0.2,1.6,1.9,15.2
Jericho Sims,PF,23,NYK,14,0,6.4,0.4,0.6,0.0,0.0,0.4,0.6,0.2,0.3,0.6,1.0,1.6,0.1,0.1,0.4,0.1,0.4,1.1
Deividas Sirvydis,SG,21,DET,3,0,9.0,0.3,3.3,0.3,2.3,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
Javonte Smart,PG,22,MIL,13,1,12.3,0.8,3.3,0.3,1.4,0.5,1.9,0.4,0.5,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
Marcus Smart,PG,27,BOS,39,39,34.0,4.0,10.2,1.5,4.8,2.6,5.4,2.1,2.6,0.6,3.4,4.0,5.3,2.0,0.3,2.1,2.5,11.6
Dennis Smith Jr.,PG,24,POR,28,4,17.3,2.3,5.5,0.2,1.0,2.1,4.5,1.1,1.7,0.5,1.8,2.2,3.4,1.2,0.4,1.4,1.4,5.9
Ish Smith,PG,33,CHO,30,1,14.1,1.9,5.1,0.3,0.7,1.7,4.4,0.4,0.6,0.2,1.3,1.6,2.7,0.6,0.2,1.1,1.0,4.5
Jalen Smith,PF,21,PHO,22,4,13.9,2.4,5.1,0.3,1.4,2.0,3.8,1.5,1.9,2.2,3.3,5.5,0.2,0.2,0.6,0.8,1.7,6.6
Xavier Sneed,SF,24,MEM,2,0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Tony Snell,SG,30,POR,32,7,13.2,0.8,2.3,0.6,1.8,0.3,0.5,0.1,0.1,0.3,1.4,1.7,0.5,0.2,0.1,0.3,1.1,2.3
Jaden Springer,SG,19,PHI,2,0,3.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
Cassius Stanley,SG,22,DET,8,1,19.0,2.3,5.6,0.5,2.1,1.8,3.5,1.3,1.3,0.6,1.8,2.4,0.5,0.6,0.3,0.8,2.1,6.3
Nik Stauskas,SG,28,MIA,2,0,12.0,1.5,4.0,1.0,2.0,0.5,2.0,1.5,2.0,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5
Lance Stephenson,SF,31,ATL,6,0,11.7,0.8,2.2,0.0,0.5,0.8,1.7,0.2,0.3,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8
Lance Stephenson,SG,31,IND,11,0,19.0,3.8,8.3,0.8,2.9,3.0,5.4,1.1,1.4,0.4,2.2,2.5,3.6,0.7,0.0,1.8,2.2,9.5
Lamar Stevens,PF,24,CLE,31,8,15.2,2.2,4.7,0.4,1.3,1.8,3.4,0.5,0.7,0.7,1.6,2.4,0.7,0.4,0.2,0.5,1.5,5.3
Isaiah Stewart,C,20,DET,38,38,25.2,3.4,6.4,0.1,0.6,3.4,5.9,1.0,1.5,2.6,5.3,7.9,1.1,0.3,1.2,1.3,2.9,8.0
Max Strus,SF,25,MIA,36,8,23.9,4.0,8.9,2.7,6.5,1.4,2.4,0.9,1.1,0.4,3.0,3.4,1.3,0.3,0.2,0.7,1.6,11.6
Jalen Suggs,PG,20,ORL,27,24,27.8,4.4,12.1,1.1,4.3,3.3,7.7,3.0,3.9,0.7,3.1,3.9,4.0,1.2,0.4,3.3,2.9,12.9
Craig Sword,SG,28,WAS,3,0,6.3,1.0,1.3,0.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
Keifer Sykes,PG,28,IND,12,8,22.5,2.9,7.3,1.1,3.4,1.8,3.9,0.7,0.8,0.4,1.8,2.2,2.6,0.5,0.1,1.6,2.1,7.6
Jae'Sean Tate,SF,26,HOU,45,44,27.2,5.0,9.8,0.8,2.6,4.2,7.2,1.8,2.6,1.7,4.0,5.7,3.1,0.9,0.6,1.8,3.6,12.5
Jayson Tatum,SF,23,BOS,44,44,36.7,8.9,21.1,2.7,8.3,6.2,12.8,5.3,6.3,1.2,7.4,8.6,3.9,0.9,0.8,3.0,2.5,25.8
Terry Taylor,SG,22,IND,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Garrett Temple,SG,35,NOP,43,12,19.4,2.0,5.2,1.2,3.4,0.8,1.8,0.5,0.7,0.6,2.1,2.7,1.2,0.8,0.4,0.8,1.6,5.7
Emanuel Terry,PF,25,PHO,3,0,6.0,0.0,1.7,0.0,0.0,0.0,1.7,0.0,0.0,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Jon Teske,C,24,MEM,3,0,2.7,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
Daniel Theis,C,29,HOU,26,21,22.5,3.2,6.9,0.9,3.0,2.3,3.8,1.0,1.5,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4
Brodric Thomas,SG,25,BOS,7,0,4.0,0.1,1.3,0.0,0.9,0.1,0.4,0.3,0.3,0.3,0.4,0.7,0.7,0.0,0.0,0.4,0.1,0.6
Cam Thomas,SG,20,BRK,35,1,17.3,3.0,6.9,0.6,2.6,2.4,4.3,0.8,1.0,0.2,2.2,2.4,1.0,0.5,0.1,0.7,0.8,7.5
Isaiah Thomas,PG,32,TOT,5,1,22.8,3.0,9.4,1.0,5.0,2.0,4.4,1.6,2.2,0.2,1.4,1.6,2.0,0.0,0.4,1.0,2.4,8.6
Isaiah Thomas,PG,32,LAL,4,1,25.3,3.0,9.8,1.3,5.5,1.8,4.3,2.0,2.8,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3
Isaiah Thomas,PG,32,DAL,1,0,13.0,3.0,8.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
Matt Thomas,SG,27,CHI,22,0,12.5,1.6,3.7,1.1,2.5,0.5,1.3,0.4,0.5,0.1,1.1,1.2,0.6,0.3,0.0,0.3,0.5,4.8
Klay Thompson,SG,31,GSW,6,6,21.3,5.3,14.3,2.2,7.2,3.2,7.2,1.8,1.8,0.5,2.3,2.8,2.0,0.7,0.3,1.8,1.3,14.7
Tristan Thompson,PF,30,SAC,30,3,15.2,2.5,5.0,0.0,0.0,2.5,5.0,1.1,2.0,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2
JT Thor,PF,19,CHO,12,0,9.7,0.8,2.3,0.3,1.4,0.5,0.9,0.6,0.8,0.5,0.9,1.4,0.6,0.3,0.5,0.3,1.2,2.3
Matisse Thybulle,SG,24,PHI,32,17,25.8,2.4,4.9,0.7,2.5,1.7,2.4,0.3,0.4,0.5,1.9,2.4,1.1,1.8,1.1,0.7,2.3,5.8
Killian Tillie,C,23,MEM,28,3,13.4,1.3,3.8,0.8,2.4,0.5,1.4,0.2,0.3,0.7,1.1,1.8,0.6,0.8,0.5,0.3,1.6,3.6
Xavier Tillman Sr.,PF,23,MEM,37,0,13.6,1.8,4.1,0.2,0.9,1.6,3.2,0.8,1.3,1.2,1.8,3.1,1.1,1.1,0.4,0.7,1.3,4.6
Isaiah Todd,PF,20,WAS,9,0,3.9,0.6,1.7,0.4,1.1,0.1,0.6,0.2,0.4,0.2,0.8,1.0,0.1,0.2,0.2,0.1,0.1,1.8
Obi Toppin,PF,23,NYK,42,2,15.7,2.8,5.4,0.3,1.6,2.5,3.8,1.4,1.8,0.9,2.6,3.5,1.0,0.3,0.5,0.8,1.4,7.3
Juan Toscano-Anderson,SF,28,GSW,45,4,15.5,1.8,3.7,0.4,1.4,1.4,2.3,0.6,1.1,0.5,2.4,2.9,1.9,0.8,0.3,1.1,1.6,4.6
Karl-Anthony Towns,C,26,MIN,39,39,34.5,8.6,16.8,2.2,5.5,6.4,11.3,4.8,5.9,2.8,6.4,9.2,3.7,1.1,1.2,3.4,3.7,24.3
Gary Trent Jr.,SG,23,TOR,35,34,33.7,6.0,14.4,2.7,7.4,3.2,7.0,1.5,1.8,0.4,2.3,2.7,2.0,1.9,0.4,1.0,2.2,16.2
P.J. Tucker,PF,36,MIA,41,40,28.3,3.0,6.1,1.4,3.0,1.7,3.2,0.7,1.0,1.6,4.0,5.6,2.2,0.8,0.3,1.0,2.2,8.1
Rayjon Tucker,SG,24,DEN,3,0,9.7,0.3,0.7,0.3,0.7,0.0,0.0,1.0,1.3,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
Myles Turner,C,25,IND,42,42,29.4,4.8,9.4,1.5,4.4,3.3,5.0,1.9,2.5,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9
Jonas Valančiūnas,C,29,NOP,42,42,31.6,7.1,13.5,1.0,2.5,6.0,11.0,3.2,4.0,3.4,8.6,12.0,2.4,0.5,0.9,2.4,3.2,18.4
Denzel Valentine,SG,28,TOT,24,0,9.3,1.0,2.8,0.8,2.0,0.3,0.8,0.0,0.0,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9
Denzel Valentine,SG,28,CLE,22,0,9.3,1.0,2.8,0.8,2.0,0.2,0.8,0.0,0.0,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9
Denzel Valentine,SG,28,UTA,2,0,9.0,1.0,2.0,0.5,1.5,0.5,0.5,0.0,0.0,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5
Jarred Vanderbilt,PF,22,MIN,41,34,25.8,2.9,4.9,0.0,0.2,2.8,4.7,1.0,1.5,3.2,5.9,9.1,1.3,1.6,0.7,1.0,2.8,6.8
Fred VanVleet,PG,27,TOR,41,41,38.2,7.4,17.5,3.9,9.9,3.5,7.6,3.1,3.6,0.8,3.9,4.7,7.0,1.7,0.5,2.6,2.5,21.7
Devin Vassell,SF,21,SAS,39,6,25.0,4.4,9.9,1.7,5.0,2.6,4.9,0.8,1.1,0.6,3.6,4.2,1.3,1.0,0.7,0.8,2.2,11.3
Gabe Vincent,PG,25,MIA,38,14,22.6,3.2,7.5,1.7,4.5,1.5,3.0,0.8,1.0,0.4,1.5,1.9,3.1,0.9,0.3,1.6,2.3,9.0
Nikola Vučević,C,31,CHI,38,38,33.1,6.8,15.8,1.6,5.1,5.2,10.7,1.1,1.5,1.9,9.2,11.2,3.5,1.0,1.2,1.6,2.3,16.3
Dean Wade,PF,25,CLE,32,16,18.4,1.7,4.0,0.8,2.5,0.9,1.5,0.3,0.6,0.8,2.4,3.2,1.1,0.5,0.1,0.3,1.5,4.6
Franz Wagner,SF,20,ORL,48,48,32.4,5.8,12.9,1.2,3.5,4.7,9.4,2.5,3.0,1.2,3.6,4.8,2.9,1.0,0.5,1.6,2.2,15.4
Moritz Wagner,C,24,ORL,38,0,12.4,2.7,5.3,1.0,2.8,1.7,2.5,1.4,1.7,0.4,1.9,2.4,1.0,0.3,0.3,0.7,1.9,7.7
Ish Wainright,PF,27,PHO,19,0,6.5,0.7,2.1,0.3,1.2,0.4,0.9,0.1,0.2,0.7,0.6,1.3,0.4,0.3,0.1,0.4,1.2,1.7
Kemba Walker,PG,31,NYK,26,26,27.1,4.6,11.2,2.4,6.0,2.2,5.2,1.8,2.3,0.4,3.0,3.4,3.6,0.8,0.2,1.4,1.2,13.5
Lonnie Walker IV,SG,23,SAS,43,6,22.8,4.1,10.5,1.5,4.9,2.6,5.6,1.5,1.9,0.2,2.5,2.7,2.3,0.6,0.3,1.0,1.4,11.2
M.J. Walker,SG,23,PHO,2,0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
Derrick Walton,PG,26,DET,3,3,36.0,2.0,8.7,1.0,4.3,1.0,4.3,1.3,1.3,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
Brad Wanamaker,PG,32,TOT,23,2,13.9,1.2,3.3,0.2,0.7,1.0,2.6,1.0,1.1,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6
Brad Wanamaker,PG,32,IND,22,1,13.3,1.2,3.3,0.2,0.8,1.0,2.5,0.9,1.0,0.3,1.3,1.6,2.2,0.2,0.3,1.0,1.9,3.5
Brad Wanamaker,PG,32,WAS,1,1,27.0,2.0,5.0,0.0,0.0,2.0,5.0,3.0,3.0,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0
Duane Washington Jr.,PG,21,IND,15,7,19.1,2.6,7.6,1.1,3.7,1.5,3.9,0.9,1.3,0.1,1.3,1.4,1.7,0.5,0.1,1.1,0.9,7.3
P.J. Washington,PF,23,CHO,30,3,24.5,3.5,7.8,1.8,4.5,1.6,3.2,1.1,1.6,1.4,4.1,5.5,2.2,0.7,1.1,1.4,2.5,9.9
Yuta Watanabe,SF,27,TOR,19,4,17.0,2.0,5.2,1.0,2.9,1.0,2.3,0.7,1.3,0.7,2.7,3.4,0.8,0.4,0.5,0.7,1.4,5.7
Tremont Waters,PG,24,TOT,3,0,16.7,1.3,4.7,0.7,3.0,0.7,1.7,0.0,0.0,0.0,1.3,1.3,2.3,1.7,0.0,1.3,1.3,3.3
Tremont Waters,PG,24,TOR,2,0,21.0,1.5,6.0,1.0,4.5,0.5,1.5,0.0,0.0,0.0,2.0,2.0,3.5,2.0,0.0,2.0,1.0,4.0
Tremont Waters,PG,24,WAS,1,0,8.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
Trendon Watford,SF,21,POR,20,0,9.6,1.3,2.7,0.0,0.2,1.3,2.5,0.8,1.2,0.8,1.7,2.5,0.8,0.2,0.5,0.7,0.9,3.4
Paul Watson,SF,27,OKC,9,3,17.3,1.3,3.9,0.7,2.9,0.7,1.0,0.1,0.2,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4
Quinndary Weatherspoon,SG,25,GSW,3,0,5.3,1.3,1.3,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.3,1.7,2.7
Russell Westbrook,PG,33,LAL,47,47,34.9,7.0,16.1,1.0,3.4,6.0,12.7,3.5,5.2,1.4,6.6,8.1,7.8,1.1,0.3,4.1,3.1,18.6
Coby White,PG,21,CHI,27,11,27.0,4.7,10.4,2.0,5.4,2.7,5.0,1.5,1.9,0.2,2.6,2.8,2.4,0.6,0.3,1.3,2.3,12.8
Derrick White,SG,27,SAS,42,41,30.4,5.0,12.0,1.6,5.3,3.4,6.7,2.9,3.3,0.6,3.0,3.6,5.6,1.1,0.9,1.7,2.3,14.4
Hassan Whiteside,C,32,UTA,36,3,16.4,3.3,5.2,0.0,0.0,3.3,5.2,1.7,2.5,2.3,4.6,6.8,0.3,0.3,1.3,0.9,2.9,8.2
Joe Wieskamp,SG,22,SAS,13,0,5.9,0.8,1.8,0.5,1.3,0.3,0.5,0.2,0.5,0.2,0.4,0.5,0.3,0.2,0.2,0.0,0.4,2.5
Aaron Wiggins,SG,23,OKC,28,15,21.8,2.8,5.7,0.8,2.5,2.0,3.2,1.1,1.6,0.9,2.6,3.4,1.1,0.8,0.2,0.9,2.0,7.5
Andrew Wiggins,SF,26,GSW,43,43,31.6,6.8,14.1,2.2,5.3,4.6,8.8,2.3,3.5,1.1,3.1,4.2,2.0,0.9,0.6,1.6,1.9,18.2
Lindell Wigginton,PG,23,MIL,1,0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
Brandon Williams,PG,22,POR,2,0,6.0,1.0,1.5,0.0,0.0,1.0,1.5,2.0,3.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
Grant Williams,PF,23,BOS,43,13,22.8,2.4,5.0,1.5,3.4,1.0,1.6,0.9,1.0,0.7,2.6,3.3,1.0,0.5,0.7,0.8,2.1,7.2
Kenrich Williams,SF,27,OKC,38,0,20.6,2.8,6.1,0.9,2.2,2.0,3.9,0.6,1.1,1.4,2.6,4.1,1.9,0.9,0.1,0.8,1.7,7.1
Lou Williams,PG,35,ATL,32,0,14.3,2.4,6.3,0.7,2.1,1.8,4.2,1.3,1.5,0.3,1.3,1.6,1.7,0.5,0.1,0.8,1.0,6.8
Patrick Williams,PF,20,CHI,5,5,25.0,2.6,4.6,0.6,1.2,2.0,3.4,0.8,0.8,0.2,2.0,2.2,0.6,0.6,0.4,0.4,1.8,6.6
Robert Williams,C,24,BOS,37,37,29.5,4.3,5.9,0.0,0.0,4.3,5.9,1.1,1.6,3.9,5.4,9.2,1.9,0.8,2.1,1.3,2.2,9.8
Ziaire Williams,SF,20,MEM,30,9,20.3,2.5,6.4,1.0,3.8,1.5,2.6,0.5,0.6,0.3,1.3,1.6,0.8,0.5,0.2,0.5,1.9,6.6
D.J. Wilson,PF,25,TOR,3,1,16.0,2.7,3.7,0.0,0.7,2.7,3.0,2.7,3.3,0.3,4.3,4.7,1.3,1.7,0.3,0.7,1.7,8.0
Dylan Windler,SF,25,CLE,31,0,10.5,1.0,2.3,0.7,1.7,0.4,0.6,0.2,0.3,0.4,1.5,1.9,0.8,0.3,0.1,0.4,1.0,3.0
Justise Winslow,SF,25,LAC,32,1,11.4,1.6,3.5,0.2,0.8,1.4,2.8,0.4,0.8,0.6,2.5,3.1,1.2,0.5,0.4,0.9,1.1,3.8
Cassius Winston,PG,23,WAS,2,0,3.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0
Christian Wood,C,26,HOU,44,43,30.8,6.4,13.4,1.8,4.8,4.7,8.6,2.9,4.6,1.7,8.6,10.3,2.2,0.8,0.9,1.8,2.4,17.5
Robert Woodard II,SF,22,SAC,8,0,1.9,0.1,0.5,0.1,0.1,0.0,0.4,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.3,0.6
Delon Wright,SG,29,ATL,41,4,17.9,1.6,3.5,0.6,1.4,1.0,2.0,0.7,0.9,0.7,2.1,2.8,2.6,0.9,0.2,0.7,0.7,4.4
McKinley Wright IV,PG,23,MIN,3,0,3.0,0.7,1.0,0.3,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,1.7
Moses Wright,PF,23,LAC,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Young,PF,33,SAS,24,0,13.9,2.7,4.8,0.0,0.1,2.7,4.7,0.4,0.8,1.4,2.0,3.4,2.3,0.8,0.3,1.1,1.4,5.8
Trae Young,PG,23,ATL,42,42,34.8,9.3,20.5,2.9,7.7,6.4,12.8,6.4,7.1,0.6,3.3,4.0,9.3,1.0,0.1,4.1,1.6,28.0
Omer Yurtseven,C,23,MIA,36,10,15.1,2.7,5.2,0.0,0.2,2.7,5.0,0.9,1.4,1.8,4.6,6.4,1.1,0.4,0.5,0.9,1.8,6.4
Cody Zeller,C,29,POR,27,0,13.1,1.9,3.3,0.0,0.1,1.9,3.2,1.4,1.8,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
Ivica Zubac,C,24,LAC,44,44,24.7,3.8,5.7,0.0,0.0,3.8,5.7,2.3,3.0,2.8,5.4,8.2,1.2,0.5,1.1,1.3,2.5,9.9
